ID;Ciudad;Estrato;Edad;Lunes;Martes;Miercoles;Jueves;Viernes;Sabado;Domingo;Trabajo_remoto;Transporte1;Compartido1;Tiempo1;Transporte2;Other.1;Compartido2;Tiempo2;Tecnologia_de_vehiculo;Other.2;Cilindrada;Kilometraje;Modelo;Costo_combustible;Costo_parqueadero;Costo_mantenimiento;Costo_obligaciones;Costo_depreciación;Costo_de_transporte;Comodidad;Rapidez;Costo;Conveniencia;Seguridad_personal;Menor_riesgo_de_accidente;Razones_ambientales;Salud;Problemas_de_salud,_por_ejemplo,_discapacidad;Compromisos_tales_como_dejar_o_recoger_pasajeros;Preferencia_Trabajo_Remoto;Economia;Tiempo;Conveniencia.1;Seguridad_personal.1;Menor_riesgo_de_accidente.1;Razones_ambientales.1;No_hay_acceso_a_transporte_publico;Salud.1;Problemas_de_salud,_por_ejemplo_discapacidad;Compromisos_tales_como_dejar_o_recoger_pasajeros.1;Otros;Desplazamientos_extra;OTROS_TRAYECTOS;Transporte_extra;Other.3;Transporte_almuerzo;Other.4;Tren;Cable;Transporte_integrado;Alimentador_de_sistema_masivo;Tranvia;Bus_o_Colectivo;Carro_propio_uso_individual;Carro_compartido_pasajero;Carro_compartido_conductor;Motocicleta_2T;Motocicleta_4T;Motocicleta_electrica;Taxi;Bicicleta_mecanica;Bicicleta_publica;Bicicleta_electrica_personal;Patineta;A_pie_o_caminata;Uber_o_similares;Bicicletas_eléctricas_compartidas_de_la_compañía;Patinetas_eléctricas_compartidas_de_la_compañía;Motivadores;Barreras;Sede;Genero;LATITUDE;LONGITUDE;Distancia_trabajo;dFlag;Viajes_std;Viajes_lab;Viajes_tr;Co2Flag_W;Co2Flag_lab_W;Co2Anual
cn0mz4l5pvhjk1wuhxcn0mz8hq6nzpx5;Itagüí;2;29;1;1;1;1;1;0;0;0;Motocicleta 4T;;30;Alimentador de sistema masivo;;;;Gasolina;;125;50000;2013;40000;70000;360000;650000;2000000;0;1;1;1;1;0;0;0;0;0;1;0;;;;;;;;;;;;0;20;Taxi;;No requiero desplazarme;;0;0;0;1;0;0;1;1;1;0;1;1;1;0;0;1;0;0;1;1;1;salud;subidas pendientes,aglomeraciones en el sistema, distancia trasbordos de transporte,;A;Masculino;6,1705794;-75,6371134;9,113737885;7-15 KM;10;20;0;4131,36669;33554,87087;1959684,353
cnd3mgzyywxwih1fqcnd3mg7sunwfnz0;Medellín;6;61;1;1;1;1;1;0;0;0;Carro propio uso individual;;15;Taxi;;;;Gasolina;;1600;45000;5;180000;0;3000000;2000000;12000000;0;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;no;0;2;;Metro;No requiero desplazarme;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;no;no;A;Masculino;6,2017704;-75,5649924;2,712509856;1-5 KM;10;2;0;7001,378302;0;364071,6717
cndrhll4poahjjyjucndrer5osednb77;Medellín;3;25;0;0;0;0;0;0;0;0;;;0;No utilizo otros medios de transporte;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;1;0;0;0;;;;;;;;;;;;0;0;;No uso transporte en cuarentena;No requiero desplazarme;;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;0;1;0;0;0;Estamos en la curva más alta de contagio, debemos evitar al máximo usar transportes públicos;No;A;Femenino;6,2580236;-75,5488583;4,697114158;1-5 KM;0;0;0;4674,022706;0;243049,1807
coy1fbt8ay08sydf9coy14ofcw38rzyg;Sabaneta;4;45;1;1;1;1;1;0;0;0;Alimentador de sistema masivo;;40;Transporte integrado;;;15;;;;;;;;;;;9000;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;0;1;0;0;Tiempo con mi familia;0;2;Carro propio uso individual;;No requiero desplazarme;;1;0;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;La distancia entre mi casa y la oficina no es optima para uso de bicicleta, y no hay ciclorutas entre los 2 puntos;No hay ciclorutas de punta a punta;C;Masculino;6,1435259;-75,6168962;7,768838295;7-15 KM;10;2;0;2551,962011;3355,487087;307187,3531
cpiwttc5zms0yjn7fyacpiwttcansrj6;Sabaneta;3;19;1;1;1;1;1;0;0;0;Tren;;30;Tranvia;;;10;;;;;;;;;;;6000;0;1;1;1;0;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;;0;;Taxi;;A pie o caminata;;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;;falta de dinero;D;Femenino;6,1518345;-75,6206786;11,95090745;7-15 KM;10;0;0;3370,1559;0;175248,1068
cpov9h016dr7rindtb7b2cpov9h0q2me;Bello;3;22;1;1;1;1;1;0;0;1;Motocicleta 2T;;30;Tren;;;;Gasolina;;155;2000;2020;60000;50000;200000;2000000;2000000;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;0;1;;0;;Transporte integrado;;No requiero desplazarme;;1;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;D;Femenino;6,2435164;-75,5579647;1,010240373;1-5 KM;10;0;1;1144,885193;0;59534,03005
cqxpluosn3ufosmhnvfgncqxpluo56lc;Itagüí;3;24;1;0;1;0;1;1;0;0;A pie o caminata;;10;A pie o caminata;;;10;;;;;;;;;;;0;1;1;0;1;1;1;1;1;0;0;0;;;;;;;;;;;;0;0;Bus o colectivo;;No requiero desplazarme;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;El medio de transporte que utilizo para llegar a mi trabajo es caminando y por salud, economía y por el medio ambiente, me gusta mucho.;El clima;B;Femenino;6,1801979;-75,5991692;8,170917093;7-15 KM;10;0;0;0;0;0
cqzbcypbhvbiow1cqznwhcsl8zbyhnwh;Medellín;3;54;1;1;1;1;1;1;0;0;Carro propio uso individual;;15;Taxi;;;15;Gasolina;;1400;240000;2007;80000;0;2500000;1200000;2000000;0;1;1;1;1;1;1;1;1;0;1;0;;;;;;;;;;;;0;1;Taxi;;No requiero desplazarme;;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;1;1;0;0;bicicleta;no;D;Femenino;6,2325167;-75,550095;2,348765351;1-5 KM;12;1;0;5755,365402;1677,743543;386521,6651
cr8h988zoy4c01qvrcr8h9042yeiptij;Bello;3;39;1;1;1;1;1;1;1;0;Motocicleta 4T;;25;Carro propio uso individual;;;;Gasolina;;250;26318;2011;110000;45000;500000;375000;2000000;0;0;1;1;0;1;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;tranquilidad familiar;1;;Motocicleta 4T;;Motocicleta 4T;;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;1;1;0;0;0;ayuda al planeta;contaminación;D;Masculino;6,3436647;-75,5718225;10,86640298;7-15 KM;14;0;0;6896,219119;0;358603,3942
crmos9d2bx5wlkhptucrmos93zuiwo2f;Medellín;3;40;1;1;1;1;1;1;1;0;Carro compartido conductor;2;35;Bicicleta mecanica;;;;;Mecanica;;102000;2009;;;;;;5000;1;1;1;1;1;1;1;1;0;0;0;;;;;;;;;;;;1;;;Vehículo Empresarial de seguridad;Carro propio uso individual;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Factor salud;Peligro en movilidad y climatos;D;Masculino;6,297552;-75,547145;6,153193385;5-7 KM;14;0;0;11117,59436;0;578114,9065
crucz2gw6twgu5ycry6r3brzxs1iyguv;Medellín;5;28;1;1;1;1;1;0;0;1;Bicicleta mecanica;;20;A pie o caminata;;;40;;no aplica;;0;0;;;;;;0;1;1;1;1;1;0;1;1;0;0;1;0;1;1;0;0;0;0;1;0;0;rendimiento laboral;0;0;Taxi;;A pie o caminata;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;tiempo;no;D;Masculino;6,2584183;-75,5849436;2,456059231;1-5 KM;9;0;1;0;0;0
cs563ud7mxzqu9008ntcs563u2543ka9;Itagüí;3;44;1;1;1;1;1;0;0;0;Tren;;40;Motocicleta 4T;;;30;Gasolina;;113;117000;2012;;;;;;8500;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;Prevención de contagio covid 19;1;;Taxi;;No requiero desplazarme;;0;0;0;0;0;0;1;0;1;0;1;0;0;1;1;0;0;1;0;1;1;Bicicleta: beneficios para la salud, para las finanzas familiares;Aglomeraciones que llevan al contagio del covid 19;D;Masculino;6,1611412;-75,6242246;11,2864069;7-15 KM;10;0;0;3182,766745;0;165503,8708
cs7xq7xmmn33l4nljwcs7xq7x589bma4;Sabaneta;3;44;1;1;1;1;1;0;0;1;Transporte integrado;;35;Alimentador de sistema masivo;;;10;;;;;;;;;;;5000;0;1;0;1;1;0;0;0;0;0;1;1;1;0;1;1;1;0;1;0;0;comodidad;0;0;Taxi;;No requiero desplazarme;;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;Actualmente utilizo es transporte publico, es mas practico para mi;Bicicletas que no tienen ciclorutas y los vehiculos no las respetan, por lo que es peligroso;C;Femenino;6,1495923;-75,6225716;7,470173942;7-15 KM;10;0;1;2453,854668;0;127600,4427
ctnromiu2e6u5actnroyjkbyx621uy9b;Bello;4;37;0;0;0;0;0;0;0;0;Tranvia;;20;Tren;;;60;;;;;;;;;;;5000;1;1;1;1;0;1;1;0;0;1;1;0;1;1;1;1;1;0;1;0;0;Por la problematica actual, quiero sentirme segura y cuidar del bienestar de mi hogar;1;;Bus o colectivo;;Tranvia;;1;1;1;1;1;0;0;1;1;0;0;1;1;1;0;1;0;1;1;1;1;Aporte a la mejora del medio ambiente y comodidad;Vivo muy lejos de mi sede, el trayecto de Bello al centro es extenso y algo peligroso;B;Femenino;6,3156152;-75,5568017;7,769562696;7-15 KM;10;0;0;0;0;0
ctsvx3m38h1ml7ctsva4wknxnxed4hry;Medellín;5;57;1;1;1;1;1;0;0;1;Carro propio uso individual;;30;No utilizo otros medios de transporte;;;;Gasolina;;1600;60000;2011;80000;50000;500000;3000000;5000000;0;1;1;1;1;1;1;0;1;0;0;0;;;;;;;;;;;;0;2;Taxi;;Carro propio uso individual;;0;0;1;0;0;1;1;1;0;0;0;0;1;0;0;0;0;1;1;1;0;no;no;C;Masculino;6,2504673;-75,6119224;5,475522401;5-7 KM;10;2;1;14133,11132;3355,487087;909407,117
cu6h4n4e9imi0wdjucu6hjn9zxvwm3q4;Medellín;2;40;0;0;0;0;0;0;0;1;Carro compartido pasajero;30;30;Bus o colectivo;;;30;Gasolina;;1600;0;0;;;;;;150;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;Acompañamiento para mis hijas;1;;Taxi;;No requiero desplazarme;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;El público porque es la opción más cercana;No;D;Femenino;6,2306639;-75,5554594;2,072872398;1-5 KM;9;0;1;0;0;0
cunupiqz7n8mc11bhwrcunuwzo5beh15;Medellín;2;44;1;1;1;1;1;0;0;0;Bus o colectivo;;20;No utilizo otros medios de transporte;;;;;;;;;;;;;;4800;1;1;1;1;1;1;1;1;0;1;0;;;;;;;;;;;;0;0;Transporte empresarial;;No requiero desplazarme;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEGURIDAD;NO;B;Femenino;6,2288652;-75,5431526;3,095205167;1-5 KM;10;0;0;1016,734511;0;52870,19456
cv5iv6uot3jfwtm1enw8cv5iv6thrdat;Medellín;3;32;1;1;1;1;1;0;0;0;Tren;;90;Motocicleta 4T;;;60;Gasolina;;180;30000;2012;;;;;;6000;1;1;1;1;1;1;1;1;0;0;0;;;;;;;;;;;;0;14;Taxi;;No requiero desplazarme;;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;0;0;1;1;0;0;Accesibilidad;Ninguna;A;Femenino;6,254612;-75,618248;5,872773623;5-7 KM;10;14;0;1656,122162;23488,40961;1307515,652
cx2mfe0o8ur6nw69di6cx2mabzvajetc;Medellín;5;40;1;1;1;1;1;0;0;0;Carro propio uso individual;;10;Taxi;;;;Gasolina;;1300;8000;2019;280000;120000;700000;2600000;3000000;0;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;0;1;0;0;;1;;Taxi;;No requiero desplazarme;;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;MEDIO AMBIENTE;VIVO EN UNA LOMA EMPINADA PARA BICI O PATINETA;A;Femenino;6,2188703;-75,5679928;0,952544431;<1 KM;10;0;0;1945,079097;0;101144,113
cxmxh0th3caw9532lci7cxmxh0ci39dw;Medellín;4;42;1;1;1;1;1;0;0;0;Bus o colectivo;;30;Bus o colectivo;;;30;Gasolina;;1600;60000;2009;;;;;;5000;1;1;1;1;0;0;1;1;0;0;1;1;1;1;1;1;1;0;1;0;0;Poder acompañar a mi madre que es adulto mayor;0;0;Taxi;;Carro compartido pasajero;;0;0;1;1;1;1;0;0;0;0;0;0;1;1;0;1;1;1;1;1;1;Comodidad y rapidez;Bicicleta electrica;D;Femenino;6,2195479;-75,580407;3,240337449;1-5 KM;10;0;0;1064,408571;0;55349,24572
cy2oc2ine0uwlmjogaymycy2oc225e0c;Medellín;4;30;1;1;1;1;1;0;0;1;Motocicleta 4T;;20;Carro propio uso individual;;;;Gasolina;;125;45000;2013;40000;30000;600000;700000;2000000;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;0;0;;0;;Taxi;;No requiero desplazarme;;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;;no existen barreras;D;Femenino;6,2656296;-75,5888674;3,296520822;1-5 KM;10;0;1;1494,352426;0;77706,32615
czal5xa9402rp19e3o7czal5xznk3p7p;Medellín;3;36;1;1;1;1;1;0;0;1;Bus o colectivo;;45;Motocicleta 4T;;;30;;;;;;;;;;;5000;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;0;0;Los tiempos de desplazamiento se invierten en familia.;0;0;Motocicleta 4T;;Motocicleta 4T;;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;Bajar los indices de contaminación;Ninguna;D;Masculino;6,3019312;-75,569749;6,245492922;5-7 KM;10;0;1;2051,562933;0;106681,2725
d0psn6xr6de4x9xsrgyd0ps79q85o21f;Medellín;2;48;1;1;1;1;1;1;1;0;Alimentador de sistema masivo;;50;Bus o colectivo;;;1;;;;;;;;;;;5000;0;0;1;1;0;0;0;0;1;0;0;;;;;;;;;;;;0;1;Bus o colectivo;;No requiero desplazarme;;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BICICLETA MECANICA;esta muy reducido ya que no esta funcionando al 100 por ciento.;D;Masculino;6,2690866;-75,5445646;3,588746223;1-5 KM;14;1;0;1650,398831;213,5165187;96923,59816
d0ql15twarrqczm4pkhpd0ql150knqky;Medellín;4;31;1;1;1;1;1;0;0;0;A pie o caminata;;20;Taxi;;;10;;;;;;;;;;;0;1;0;1;1;0;0;1;1;0;0;1;1;1;1;1;1;1;0;1;0;0;Optimización del tiempo, bienestar por poder cuidar y compartir más con mi familia, mejora en la concentración;0;2;Taxi;;Taxi;;1;1;1;1;1;1;0;1;1;0;0;1;1;1;1;1;0;1;1;1;1;Un incentivo es disminución en la jornada laboral o cambio en la jornada laboral;Me interesan los electricos pero son muy costosos;A;Femenino;6,2104905;-75,5690358;1,650123328;1-5 KM;10;2;0;0;3355,487087;174485,3285
d1akrb7qg5vid4weud1aknk9fi71ec8v;Medellín;4;47;1;1;1;1;1;0;0;1;Bus o colectivo;;45;Carro propio uso individual;;;35;;;;;;;;;;;4400;0;0;1;0;0;1;1;0;0;0;1;1;1;1;1;1;1;0;1;0;0;;0;2;Taxi;;A pie o caminata;;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;Ambientales;N.A;D;Masculino;6,2425302;-75,59959;3,636143355;1-5 KM;10;2;1;1194,425647;3355,487087;236595,4622
d1s1qqlbxnmqorofgj1wjkud1s1qqlb9;La Ceja;3;35;1;1;1;1;1;0;0;1;Bus o colectivo;;30;Bus o colectivo;;;15;Gasolina;;1600;;;;;;;;25000;0;0;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;0;0;Mayor productividad ,aprovechamiento .;0;;Taxi;;Taxi;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Por la distancia no veo viable ninguno de los dos.;El recorrido y distancia;C;Femenino;6,0227533;-75,4332819;26,61744365;15-30 KM;10;0;1;8743,482929;0;454661,1123
d2pp8ddfpbg8p26dq3d2ppwowcm8f4on;Medellín;6;40;1;1;1;1;1;0;0;0;Carro propio uso individual;;20;No utilizo otros medios de transporte;;;;Gasolina;;2000;10000;2019;170000;120000;1000000;2000000;5000000;0;1;1;1;1;1;1;0;0;0;1;1;1;1;1;0;0;1;0;0;0;0;no;1;;Carro propio uso individual;;No requiero desplazarme;;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1;0;0;0;1;0;economía - medio ambiente - salud - rapidez;transportar a mi esposa al trabajo;D;Masculino;6,2218306;-75,567381;2,621377524;1-5 KM;10;0;0;6766,15264;0;351839,9373
d2xgfw7tq638imgdik9mzjkd2xgfw7tq;Medellín;6;53;1;1;1;1;0;0;0;1;Carro propio uso individual;;15;No utilizo otros medios de transporte;;;;Gasolina;;2200;100;2009;250000;0;500000;2500000;20000000;0;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;1;1;1;0;Más que todo por temas de salud;0;0;Taxi;;No requiero desplazarme;;0;0;1;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;Por días de pico y placa;El transporte público en este sector es muy escaso;C;Femenino;6,183136;-75,5736187;3,092650016;1-5 KM;8;0;1;6386,05981;0;332075,1101
d2ylkrxtjgmfqmyo2i0gd2ylkrvgbxl6;Medellín;1;30;1;1;1;1;1;0;0;0;Motocicleta 4T;;25;Bus o colectivo;;;;Gasolina;;179;40000;2009;60000;45000;260000;650000;2000000;0;1;1;1;0;1;1;0;0;0;0;0;;;;;;;;;;;;0;6;Taxi;;Taxi;;0;0;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;Salud y ayudar a la mejora del ambiente;Las grades pendientes del barrio;D;Masculino;6,2482595;-75,6284536;6,82178173;5-7 KM;10;6;0;3092,395476;10066,46126;684260,5503
d3b1ujvmipzkf9nap8dg0ynd0j9t299v;Medellín;4;22;0;0;0;0;0;0;0;0;Transporte integrado;;30;Tren;;;60;;No tengo vehículo;;;;;;;;;6000;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;0;0;Por cuestiones de tiempo y Salud mas que todo por la contingencia;0;2;Taxi;;No requiero desplazarme;;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Vivo muy lejos de la sede actual de trabajo, por lo que solo veo viable el transporte público;El aumento en los tiempos de traslado debido a las medidas de bioseguridad en el transporte público;A;Femenino;6,2476376;-75,5658153;2,760017831;1-5 KM;10;2;0;0;3355,487087;174485,3285
d65swmm52wg3y0on4ns0d65swxwt7ngw;La Ceja;4;51;1;1;1;1;1;0;0;0;Bus o colectivo;;90;No utilizo otros medios de transporte;;;;;;;;;;;;;;28000;1;0;0;1;0;0;0;0;0;0;1;1;1;0;0;1;0;0;1;0;0;calidad en el tiempo;1;;Transporte empresarial;;No requiero desplazarme;;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;ubicación al metro de mi sitio de trabajo y casa;el lugar donde vivo actualmente;B;Femenino;6,0346852;-75,4189399;28,42763672;15-30 KM;10;0;0;9338,107734;0;485581,6022
d7iq53lurjhaoam5xd7iq52gyg19h957;Medellín;3;56;1;1;1;1;1;0;0;1;Bus o colectivo;;30;Bus o colectivo;;;100;Gasolina;;1600;0;0;;;;;;10000;1;1;1;1;1;1;1;1;0;0;0;;;;;;;;;;;;0;10;Bus o colectivo;;A pie o caminata;;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;no tengo vehiculo propio;si por la pandemia  me da temor subirme a un bus;C;Femenino;6,2733943;-75,5949122;7,347611103;7-15 KM;10;10;1;2413,594374;2135,165187;236535,4972
d7ryrw7u8eiq4avh9d7ryrpbnlw61idm;Itagüí;4;55;1;1;1;1;1;0;0;1;Transporte integrado;;20;Tren;;;20;;No tengo;;0;;;;;;;7710;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;0;Siempre cargo mi alimentación porque me cuido y por economía, pero no puedo llevar mucho peso por 2 hernias lumbares, por no subir y bajar  escalas del metro que no es lo más recomendable, por que me ahorro tiempo en desplazamientos y termino más agotada el día que estando en la casa;0;;;Ninguno;;ninguno;1;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;Me gustaría la bicicleta, pero estoy muy retirada del lugar de trabajo;La distancia y la congestión son las principales barreras, pero el mejor medio de transporte es el metro;D;Femenino;6,1681832;-75,6190324;10,3193544;7-15 KM;10;0;1;3389,773273;0;176268,2102
d7uuhfl8k5lpmni9dsd7uu7o3loybr3g;Puerto Berrio;2;31;1;1;1;1;1;1;0;0;Motocicleta 4T;;10;A pie o caminata;;;;Gasolina;;125;33000;2013;70000;0;600000;650000;2800000;0;1;1;1;1;1;0;0;1;0;0;0;;;;;;;;;;;;0;0;Motocicleta 4T;;Motocicleta 4T;;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;0;1;0;0;0;no;no;A;Femenino;6,4949032;-74,4034737;5,920821428;5-7 KM;12;0;0;3220,775238;0;167480,3124
d85kim7yw8i65h8wb2d5h2d85kim7ytt;Medellín;2;32;0;0;0;1;1;1;0;1;Motocicleta 4T;;45;Bus o colectivo;;;;Gasolina;;124;11000;2019;40000;40000;500000;750000;1000000;0;1;1;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;0;1;0;0;Es cómodo;0;2;Motocicleta 4T;;No requiero desplazarme;;1;1;1;1;1;1;0;0;1;0;1;0;0;0;1;0;0;1;1;0;0;Vivo muy lejos, siempre uso moto, pero cuando estoy en la ciudad y requiero hacer algo, uso bici;Vivo muy lejos, mi mejor opción es mi moto;B;Masculino;6,2476376;-75,5658153;0,20063346;<1 KM;6;2;1;54,56973212;589,3055917;33481,51684
d8ekm0tgm0kd81s2lvf8yw1hnd68lwtd;Bello;3;31;1;1;0;1;1;1;1;0;Motocicleta 4T;;30;Tren;;;;Gasolina;;125;37000;2012;55000;90000;400000;650000;1000000;0;1;1;1;1;1;0;0;1;0;0;1;1;1;1;1;1;1;0;1;0;0;Más tiempo en familia se pierde mucho tiempo en el desplazamiento;0;6;Motocicleta 4T;;No requiero desplazarme;;1;0;1;0;1;0;1;1;1;0;1;1;0;1;1;1;0;0;1;1;1;Depende de la distancia, prefiero bicicleta;No tengo barreras;B;Femenino;6,3283508;-75,5636172;9,122084135;7-15 KM;12;6;0;4962,180174;1767,916775;349965,0414
d8wgyn3yed2d8k2sbjssnxrwhz8rvqt7;Medellín;3;34;1;1;1;1;1;0;0;0;Transporte integrado;;30;No utilizo otros medios de transporte;;;;;;;;;;;;;;6000;1;1;1;1;1;0;1;1;0;0;0;;;;;;;;;;;;1;;Taxi;;A pie o caminata;;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;Mejorar ambiente;Facilidad;A;Masculino;6,2763961;-75,5539149;6,201542109;5-7 KM;10;0;0;2037,125664;0;105930,5345
d8za04q0xy35eecifd8za7pe35k9khrs;Medellín;3;42;1;1;1;1;1;0;0;1;A pie o caminata;;25;Alimentador de sistema masivo;;;10;Gasolina;;1600;60000;2015;;;;;;5000;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;1;0;1;0;0;;0;0;Taxi;;No requiero desplazarme;;0;0;1;1;0;1;0;1;0;0;0;1;1;1;1;1;0;1;0;1;0;Cuidado del medio ambiente y hacer ejercicio;No;C;Masculino;6,2172117;-75,5938554;1,291872578;1-5 KM;9;0;1;0;0;0
d9helgx2lp56mxnkd9hel9gfy0pn0l62;Bello;2;22;1;1;1;1;1;1;0;0;Bus o colectivo;;20;Tren;;;30;;;;;;;;;;;5000;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;0;0;0;;0;;A pie o caminata;;Patineta;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;no tengo bicicleta;B;Femenino;6,3367288;-75,5595887;10,06682075;7-15 KM;12;0;0;3968,183116;0;206345,522
db3j3knxxi85x7qjsdb3j3keayytslyg;Medellín;3;34;1;1;1;1;1;1;1;0;Motocicleta 4T;;25;No utilizo otros medios de transporte;;;;Gasolina;;135;;2011;120;30000;200000;700000;2000000;0;0;1;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;1;;Carro compartido conductor;;No requiero desplazarme;;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;1;0;Bicicleta eléctrica por salud pero debo subir lomas muy altas;no;D;Masculino;6,273598;-75,5854065;3,720636005;1-5 KM;14;0;0;2361,252495;0;122785,1297
dbhokzxraodbhokgl6rmv4pbcu9gv5un;Medellín;3;42;1;1;1;1;1;1;1;1;Motocicleta 4T;;20;Bus o colectivo;;;;Gasolina;;155;18000;2018;35000;0;200000;480000;500000;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;0;0;No;0;0;Bus o colectivo;;Motocicleta 4T;;0;0;1;1;0;1;0;1;0;0;1;0;0;1;1;1;0;1;0;1;1;Medio ambiente;No sé;C;Femenino;6,2260146;-75,5986972;2,401865897;1-5 KM;14;0;1;1524,312465;0;79264,24819
dbhosmgmvdp2ckldbho1g1uzh80ns5h4;Medellín;3;47;1;1;1;1;1;0;0;0;A pie o caminata;;20;Bus o colectivo;;;30;;;;;;;;;;;3400;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;0;0;Gracias;0;6;Transporte integrado;;No requiero desplazarme;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;Salud;No;D;Masculino;6,2395182;-75,5554771;1,425221228;1-5 KM;10;6;0;0;1281,099112;66617,15383
dc7bnkh4pxqzhjrdcqxp3gqo184drcrr;Medellín;5;59;1;1;1;1;1;0;0;0;Motocicleta 4T;;15;A pie o caminata;;;;Gasolina;;300;12000;2017;70000;50000;500000;1000000;2000000;0;1;1;1;1;0;0;0;0;0;0;0;;;;;;;;;;;;1;;Motocicleta 4T;;No requiero desplazarme;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;la cercania de mi casa al lugar de trabajo y el gusto  personal por la caminata y el ciclismo;no;D;Masculino;6,2414633;-75,5800606;1,527475152;1-5 KM;10;0;0;692,4228065;0;36005,98594
dc7l1y9idnwr4wclpul12dc7l15t8r2t;Medellín;2;26;1;1;1;1;1;1;0;0;Bus o colectivo;;60;No utilizo otros medios de transporte;;;;;;;;;;;;;;4600;1;1;1;1;1;1;1;1;0;0;0;;;;;;;;;;;;0;0;Taxi;;;No tengo tiempo de almuerzo por el horario laboral que tengo;1;0;1;1;0;1;1;1;0;1;1;1;1;1;1;1;0;0;1;1;1;Por economia, por salud.;No tengo ninguna;D;Femenino;6,2691662;-75,5572787;2,82119277;1-5 KM;12;0;0;1112,070016;0;57827,64085
